Neighborhood,Year,Section,Description,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Count
"West End                      ",2021,2702,"Aggravated Assault.",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2022,9497,"Aided Case",0,1,0,0,1,0,1,0,0,1,0,1,5
"West End                      ",2021,9497,"Aided Case",0,0,0,0,0,0,1,0,0,1,0,0,2
"West End                      ",2020,9497,"Aided Case",0,1,0,0,0,0,1,1,0,0,0,0,3
"West End                      ",2023,9501,"Bench Warrant",0,0,0,4,0,0,0,0,0,0,0,0,4
"West End                      ",2022,9501,"Bench Warrant",0,0,2,0,0,0,2,0,0,0,0,0,4
"West End                      ",2020,9501,"Bench Warrant",0,2,2,0,2,0,4,2,0,0,2,0,14
"West End                      ",2023,3502,Burglary.,0,0,1,1,0,0,0,0,0,0,0,0,2
"West End                      ",2021,3502,Burglary.,1,0,0,0,0,1,0,0,0,0,0,0,2
"West End                      ",2020,3502,Burglary.,1,0,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2023,3714,"Careless Driving",0,0,0,2,0,0,0,0,0,0,0,0,2
"West End                      ",2022,3714,"Careless Driving",0,0,0,0,2,0,0,0,0,0,0,0,2
"West End                      ",2021,3714,"Careless Driving",0,0,0,2,1,0,0,2,2,1,0,0,8
"West End                      ",2020,3714,"Careless Driving",4,0,0,0,0,0,0,2,0,0,1,0,7
"West End                      ",2022,1511,"Carrying and Exhibiting Drivers License on Demand.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2021,8105,"CLASS 2 - Bomb Threat",0,0,0,0,0,0,1,0,0,0,0,0,1
"West End                      ",2023,901,"Criminal Attempt",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2021,3304(a)(4),"CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2020,3304(a)(4),"CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",0,0,0,0,0,1,0,0,0,0,0,0,1
"West End                      ",2022,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,1,1,0,0,0,0,0,0,0,0,0,2
"West End                      ",2021,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,0,0,0,0,0,0,0,1,0,0,0,1
"West End                      ",2020,3304(a)(5),"CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",0,0,0,1,0,0,0,1,0,0,0,0,2
"West End                      ",2023,3304,"Criminal Mischief.",0,1,0,1,0,0,0,0,0,0,0,0,2
"West End                      ",2022,3304,"Criminal Mischief.",0,0,1,0,0,0,0,2,0,0,1,0,4
"West End                      ",2021,3304,"Criminal Mischief.",0,0,0,1,0,0,0,1,0,1,0,0,3
"West End                      ",2020,3304,"Criminal Mischief.",0,1,0,0,1,0,1,0,1,0,1,0,5
"West End                      ",2023,3503,"Criminal Trespass",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2022,3503,"Criminal Trespass",0,0,0,0,0,0,0,1,0,0,0,0,1
"West End                      ",2022,9496,"Dead on Arrival (DOA)",0,0,0,0,0,0,0,0,1,0,0,0,1
"West End                      ",2022,3503.B1I,"DEF. TRESPASS ACTUAL COMMUNICATION",0,0,0,0,0,0,0,0,2,0,0,2,4
"West End                      ",2022,2707.1,"Discharge of a Firearm into Occupied Structure",0,0,0,0,0,2,0,0,0,0,0,0,2
"West End                      ",2021,5503(a)(4),"DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",0,0,0,0,0,0,0,0,1,0,0,0,1
"West End                      ",2022,5503(a)(3),"DISORDERLY CONDUCT - OBSCENE LANG/GEST",0,0,0,0,0,0,0,0,0,0,2,0,2
"West End                      ",2022,5503,"Disorderly Conduct.",0,0,0,0,0,0,0,0,2,0,0,0,2
"West End                      ",2021,5503,"Disorderly Conduct.",0,0,0,0,0,0,0,2,0,0,0,0,2
"West End                      ",2021,9492,"Dog Bite",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2022,1501,"Drivers Required to be Licensed.",0,0,1,0,0,0,0,0,0,0,0,0,1
"West End                      ",2021,1501,"Drivers Required to be Licensed.",0,0,0,0,0,1,0,2,1,1,0,0,5
"West End                      ",2023,3309,"Driving on Roadways Laned for Traffic.",0,0,0,2,0,0,0,0,0,0,0,0,2
"West End                      ",2022,3309,"Driving on Roadways Laned for Traffic.",0,0,0,0,0,2,0,0,0,0,0,0,2
"West End                      ",2021,3309,"Driving on Roadways Laned for Traffic.",0,0,0,0,0,0,0,2,0,0,0,0,2
"West End                      ",2020,3309,"Driving on Roadways Laned for Traffic.",0,0,0,0,0,0,0,0,0,0,0,2,2
"West End                      ",2021,3361,"Driving Vehicle at Safe Speed.",0,0,0,0,0,0,0,2,0,0,0,0,2
"West End                      ",2022,1543,"Driving While Operating Privilege is Suspended or Revoked.",0,2,1,1,4,2,0,0,0,0,0,1,11
"West End                      ",2021,1543,"Driving While Operating Privilege is Suspended or Revoked.",0,0,0,3,1,0,0,2,2,1,1,0,10
"West End                      ",2020,1543,"Driving While Operating Privilege is Suspended or Revoked.",1,0,0,0,0,0,0,0,2,0,0,3,6
"West End                      ",2022,9124,"Drug Investigation",1,0,2,1,0,0,0,1,1,1,0,0,7
"West End                      ",2021,9124,"Drug Investigation",1,0,1,1,0,1,0,0,0,0,0,0,4
"West End                      ",2020,9124,"Drug Investigation",5,3,4,1,1,0,0,2,0,0,0,1,17
"West End                      ",2021,3802(d)(3),"DUI - Alcohol and Drug Combined - Impaired Ability",0,0,0,0,0,0,0,2,0,0,0,0,2
"West End                      ",2021,3802(a)(2),"DUI - BAC >.08% <.10%",0,0,0,0,2,0,0,0,0,0,0,0,2
"West End                      ",2022,3802(d)(1)(i),"DUI - Controlled Substance - Schedule I",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2023,3802(d)(2),"DUI - Drug - Impaired Ability",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2022,3802(d)(2),"DUI - Drug - Impaired Ability",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2023,3802(a)(1),"DUI - General Impairment",2,2,0,2,0,0,0,0,0,0,0,0,6
"West End                      ",2022,3802(a)(1),"DUI - General Impairment",0,2,0,1,2,2,0,0,0,2,4,0,13
"West End                      ",2021,3802(a)(1),"DUI - General Impairment",0,0,0,0,2,3,2,2,2,0,4,4,19
"West End                      ",2020,3802(a)(1),"DUI - General Impairment",4,0,0,2,0,0,0,0,2,0,0,2,10
"West End                      ",2021,3802(b),"DUI - High Rate of Alchol - BAC >=.10% <.16%",0,0,0,0,0,0,0,0,0,0,2,0,2
"West End                      ",2023,3802(c),"DUI - Highest Rate of Alcohol - BAC >= .16%",2,2,0,2,0,0,0,0,0,0,0,0,6
"West End                      ",2022,3802(c),"DUI - Highest Rate of Alcohol - BAC >= .16%",0,2,0,0,4,2,0,0,0,2,2,0,12
"West End                      ",2021,3802(c),"DUI - Highest Rate of Alcohol - BAC >= .16%",0,0,0,0,0,0,2,0,0,0,0,2,4
"West End                      ",2020,3802(c),"DUI - Highest Rate of Alcohol - BAC >= .16%",0,0,0,0,0,0,0,0,2,0,0,0,2
"West End                      ",2021,3327,"Duty of Driver in Emergency Response Areas",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2021,3325,"Duty of Driver on Approach of Emergency Vehicle.",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2022,3744,"Duty to Give Information and Render Aid",0,0,0,1,0,0,0,0,2,0,0,1,4
"West End                      ",2020,3744,"Duty to Give Information and Render Aid",0,0,0,0,0,0,0,1,0,0,0,0,1
"West End                      ",2020,4304(a)(1),"Endangering Welfare of Children - Course of Conduct Enhanced",0,0,0,0,2,0,0,0,2,0,0,0,4
"West End                      ",2022,9015,"Failure To Appear/Arrest on Attachment Order",0,2,0,0,0,1,0,0,0,0,0,0,3
"West End                      ",2023,4915,"Failure to Comply with Megans Law",1,0,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2020,4905,"False Alarms to Agencies of Public Safety.",0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2022,6106,"Firearms not to be Carried without a License.",0,0,0,0,0,2,0,0,0,0,0,0,2
"West End                      ",2021,6106,"Firearms not to be Carried without a License.",0,0,0,0,0,0,0,0,0,0,2,0,2
"West End                      ",2022,9493,"Fires (Self-Starting)",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2021,3733,"Fleeing or Attempting to Elude Police Officer",0,0,0,0,0,0,0,0,1,0,0,0,1
"West End                      ",2021,3310,"Following Too Closely.",0,0,0,1,0,0,0,2,0,1,0,0,4
"West End                      ",2021,4101,Forgery.,0,0,0,0,0,0,0,0,0,0,1,0,1
"West End                      ",2023,9489,"Found Property",1,1,0,1,0,0,0,0,0,0,0,0,3
"West End                      ",2022,9489,"Found Property",0,0,1,1,1,0,2,0,1,2,0,0,8
"West End                      ",2021,9489,"Found Property",0,1,0,0,1,1,0,0,1,0,0,0,4
"West End                      ",2020,9489,"Found Property",0,0,0,0,1,0,1,0,1,1,0,0,4
"West End                      ",2021,4303,"General Lighting Requirements.",0,0,0,0,0,0,0,2,3,0,0,0,5
"West End                      ",2020,4303,"General Lighting Requirements.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2021,"620.03 (a)","Graffiti - Prohibited Acts: No person may apply graffiti on city owned property or w/o",0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2020,2709,"Harassment (Non-Specific)",1,0,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2022,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",0,0,0,1,0,0,0,0,1,0,0,0,2
"West End                      ",2021,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",0,0,0,1,1,0,0,0,0,0,0,0,2
"West End                      ",2020,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",1,0,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2021,2709(a)(5),"Harassment Communicates Repeatedly in Anonymous Manner",0,0,0,0,0,0,0,0,0,0,1,0,1
"West End                      ",2022,2709(a)(3),"Harassment No Legitimate Purpose",0,1,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2021,2709(a)(3),"Harassment No Legitimate Purpose",1,0,0,0,2,0,0,0,0,0,0,0,3
"West End                      ",2020,2709(a)(3),"Harassment No Legitimate Purpose",0,0,1,0,0,0,0,0,0,0,0,0,1
"West End                      ",2023,2709(a),Harassment.,0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2022,2709(a),Harassment.,0,0,0,0,0,0,0,0,1,0,0,0,1
"West End                      ",2021,2709(a),Harassment.,0,0,0,0,0,1,0,0,0,0,0,0,1
"West End                      ",2020,2709(a),Harassment.,1,0,0,0,0,0,0,0,0,0,0,1,2
"West End                      ",2022,4120,"Identity Theft",0,0,1,1,0,0,0,0,0,0,0,1,3
"West End                      ",2021,4120,"Identity Theft",0,0,0,0,1,0,0,0,0,0,0,1,2
"West End                      ",2022,3746,"Immediate Notice of Accident to Police Department",0,1,0,1,0,0,0,0,0,1,0,0,3
"West End                      ",2021,3746,"Immediate Notice of Accident to Police Department",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2022,9093,"Indirect Criminal Contempt",0,1,1,0,0,0,0,1,0,0,0,0,3
"West End                      ",2021,9093,"Indirect Criminal Contempt",0,0,1,2,0,1,1,0,2,0,0,0,7
"West End                      ",2020,9093,"Indirect Criminal Contempt",1,0,0,0,2,1,2,0,2,0,1,0,9
"West End                      ",2021,9491,"Industrial Accident",0,1,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2022,9504,"Lost Property",0,0,0,0,0,0,1,0,0,0,0,0,1
"West End                      ",2022,1333,"Lost, Stolen, Damaged or Illegible Registration Plate.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2021,13(a)(31),"Marijuana: Possession Small Amount",2,0,0,0,0,0,0,2,0,0,0,0,4
"West End                      ",2020,13(a)(31),"Marijuana: Possession Small Amount",0,0,0,0,0,0,0,0,2,0,0,0,2
"West End                      ",2020,3364,"Minimum Speed Regulation.",0,0,0,0,0,0,0,0,0,0,0,2,2
"West End                      ",2021,9123,"Miscellaneous Fire Other Investigation to Continue",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2020,9123,"Miscellaneous Fire Other Investigation to Continue",0,0,0,0,0,0,0,1,0,0,0,0,1
"West End                      ",2022,9129,"Miscellaneous Investigation",0,0,0,0,0,1,0,0,0,2,1,0,4
"West End                      ",2021,9129,"Miscellaneous Investigation",0,0,0,1,0,0,0,1,0,0,0,0,2
"West End                      ",2020,9129,"Miscellaneous Investigation",2,1,1,0,0,0,0,0,0,0,0,0,4
"West End                      ",2022,029,"Missing Juvenile",0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2020,029,"Missing Juvenile",0,0,0,0,0,0,0,0,1,0,0,0,1
"West End                      ",2021,9490,"Missing Persons (18 and Over)",0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2021,3111,"Obedience to Traffic-Control Devices.",0,0,0,0,0,0,0,0,0,0,0,2,2
"West End                      ",2020,5507,"Obstructing Highways and Passages.",0,0,0,0,2,0,0,0,0,0,0,0,2
"West End                      ",2022,4703,"Operation of Vehicle without Official Certif. of Inspection",0,0,0,1,2,0,0,0,0,2,0,0,5
"West End                      ",2022,9998,Overdose,0,1,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2021,9998,Overdose,0,0,0,0,0,0,0,0,0,0,1,0,1
"West End                      ",2021,9997,"Overdose Death",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2020,9997,"Overdose Death",1,0,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2023,13(a)(32),"Paraphernalia - Use or Possession",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2022,13(a)(32),"Paraphernalia - Use or Possession",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2021,13(a)(32),"Paraphernalia - Use or Possession",0,0,0,2,0,2,1,2,0,0,0,0,7
"West End                      ",2020,13(a)(32),"Paraphernalia - Use or Possession",0,0,0,0,0,0,3,0,0,0,0,0,3
"West End                      ",2022,4302,"Periods for Requiring Lighted Lamps.",0,0,0,0,0,2,0,0,0,0,0,0,2
"West End                      ",2021,6105(a)(1),"Persons not to possess, use, manufacture, control, sell or transfer firearms: Former convict enumerated in subsection (b)",0,0,0,0,0,1,0,0,0,0,0,0,1
"West End                      ",2020,6105(a)(1),"Persons not to possess, use, manufacture, control, sell or transfer firearms: Former convict enumerated in subsection (b)",0,0,0,0,2,0,0,0,0,0,0,0,2
"West End                      ",2023,9994,"PFA Service",1,2,0,2,0,0,0,0,0,0,0,0,5
"West End                      ",2022,9994,"PFA Service",0,0,0,0,0,4,4,5,6,2,1,1,23
"West End                      ",2023,9993,"PFA Service with Weapons Supplement",0,0,1,1,0,0,0,0,0,0,0,0,2
"West End                      ",2022,9993,"PFA Service with Weapons Supplement",0,0,0,1,0,3,0,2,3,3,0,0,12
"West End                      ",2021,9993,"PFA Service with Weapons Supplement",0,0,0,2,0,1,0,0,0,1,0,1,5
"West End                      ",2020,9993,"PFA Service with Weapons Supplement",0,1,1,0,2,0,0,0,0,0,0,0,4
"West End                      ",2021,627.02(b)(i),"Possessing a small amount of marijuana",0,0,0,0,0,1,0,0,2,1,1,0,5
"West End                      ",2020,627.02(b)(i),"Possessing a small amount of marijuana",1,0,0,0,0,0,0,0,0,0,0,1,2
"West End                      ",2023,907,"Possessing Instruments of Crime.",0,0,2,0,0,0,0,0,0,0,0,0,2
"West End                      ",2022,907,"Possessing Instruments of Crime.",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2021,907,"Possessing Instruments of Crime.",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2023,13(a)(16),"Possession of Controlled Substance",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2022,13(a)(16),"Possession of Controlled Substance",0,0,0,0,0,0,2,0,0,2,0,0,4
"West End                      ",2021,13(a)(16),"Possession of Controlled Substance",0,0,0,2,0,0,1,2,0,0,0,2,7
"West End                      ",2020,13(a)(16),"Possession of Controlled Substance",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2022,13(a)(30),"Possession w/ Intent to Del. Controlled Substance",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2022,4706,"Prohib. on Expend. for Emission Insp Prog..",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2020,780-113(a39),"Prohibited Acts - Possession Of Substances For Methamphetamine Manufacture",0,0,0,0,0,0,1,0,0,0,0,0,1
"West End                      ",2022,3353,"Prohibitions in Specified Places.",0,0,0,0,0,0,0,0,0,0,2,0,2
"West End                      ",2022,1785,"Proof of Financial Responsibility Following Accident.",0,1,0,0,0,0,0,0,1,0,0,0,2
"West End                      ",2021,1785,"Proof of Financial Responsibility Following Accident.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2021,2707,"Propulsion of Missiles",0,0,0,0,0,0,0,1,0,0,0,0,1
"West End                      ",2021,3525,"Protective Equipment for Motorcycle Riders.",0,0,0,0,1,0,0,0,0,0,0,0,1
"West End                      ",2022,5505,"Public Drunkenness",0,0,0,0,0,0,0,0,2,0,0,0,2
"West End                      ",2021,5505,"Public Drunkenness",0,0,0,2,0,0,0,2,0,0,0,0,4
"West End                      ",2020,5505,"Public Drunkenness",0,0,0,0,2,0,0,0,0,0,0,0,2
"West End                      ",2022,3925,"Receiving Stolen Property.",0,0,0,0,0,2,0,0,0,0,0,0,2
"West End                      ",2023,3736,"Reckless Driving",2,2,0,0,0,0,0,0,0,0,0,0,4
"West End                      ",2022,3736,"Reckless Driving",0,2,0,1,0,0,0,0,0,0,2,1,6
"West End                      ",2021,3736,"Reckless Driving",0,0,0,1,0,0,0,0,0,0,2,2,5
"West End                      ",2022,2705,"Recklessly Endangering Another Person.",0,2,0,0,0,2,0,0,0,0,0,0,4
"West End                      ",2021,2705,"Recklessly Endangering Another Person.",0,0,0,2,0,0,0,1,0,0,0,0,3
"West End                      ",2020,2705,"Recklessly Endangering Another Person.",0,0,0,0,1,0,0,0,0,0,0,0,1
"West End                      ",2022,9090,"Recovered Firearm",0,0,0,0,0,0,1,0,0,0,0,0,1
"West End                      ",2021,9094,"Recovered Stolen Vehicle (OUTSIDE CITY)",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2022,1301,"Registration and Certificate of Title Required.",0,0,0,1,0,0,2,0,0,2,0,0,5
"West End                      ",2021,1301,"Registration and Certificate of Title Required.",0,0,0,0,1,1,0,2,0,2,0,0,6
"West End                      ",2022,1311,"Registration Card to be Signed and Exhibited on Demand.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2022,1786,"Required Financial Responsibility.",0,0,1,0,1,0,0,0,0,0,0,0,2
"West End                      ",2021,1786,"Required Financial Responsibility.",0,0,0,0,1,0,0,2,2,1,0,0,6
"West End                      ",2022,5104,"Resisting Arrest or Other Law Enforcement.",0,0,0,0,2,0,0,0,0,0,2,0,4
"West End                      ",2021,4581,"Restraint Systems.",0,0,0,0,0,0,0,0,2,0,0,0,2
"West End                      ",2023,3809(a),"Restriction on Alcoholic Beverages in Vehicle",2,0,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2022,3809(a),"Restriction on Alcoholic Beverages in Vehicle",0,0,0,0,2,2,0,0,0,0,0,0,4
"West End                      ",2022,3702,"Robbery of Motor Vehicle.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2022,3701,Robbery.,0,1,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2021,3701,Robbery.,0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2023,2701(a)(3),"Simple Assault - Attempts by Physical Menace",0,1,0,2,0,0,0,0,0,0,0,0,3
"West End                      ",2021,2701(a)(3),"Simple Assault - Attempts by Physical Menace",0,0,0,0,1,0,0,0,0,0,0,0,1
"West End                      ",2022,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",0,3,0,0,0,0,0,0,0,0,0,0,3
"West End                      ",2020,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",0,0,0,0,0,0,0,0,0,1,0,0,1
"West End                      ",2023,2701,"Simple Assault.",1,0,2,1,0,0,0,0,0,0,0,0,4
"West End                      ",2022,2701,"Simple Assault.",0,0,2,1,0,0,0,0,0,0,0,0,3
"West End                      ",2021,2701,"Simple Assault.",2,2,0,0,0,0,0,1,0,1,0,1,7
"West End                      ",2020,2701,"Simple Assault.",3,1,1,0,0,0,2,0,1,0,0,0,8
"West End                      ",2022,2709.1,"Stalking Conduct or Repeatedly Acts Including Follows",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2021,3323,"Stop Signs and Yield Signs.",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2020,3323,"Stop Signs and Yield Signs.",0,0,0,0,0,0,0,0,0,0,0,2,2
"West End                      ",2022,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",0,2,0,0,0,0,0,0,0,0,0,0,2
"West End                      ",2021,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2020,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2021,1310,"Temporary Registration Cards.",0,0,0,0,0,0,0,0,0,0,1,0,1
"West End                      ",2023,2706,"Terroristic Threats.",0,1,2,3,0,0,0,0,0,0,0,0,6
"West End                      ",2022,2706,"Terroristic Threats.",0,0,0,1,0,0,1,0,0,0,0,0,2
"West End                      ",2021,2706,"Terroristic Threats.",0,2,0,0,1,0,1,1,1,0,0,0,6
"West End                      ",2020,2706,"Terroristic Threats.",0,1,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2023,3922,"Theft by Deception.",2,0,1,0,0,0,0,0,0,0,0,0,3
"West End                      ",2022,3922,"Theft by Deception.",0,0,1,0,0,0,0,0,0,0,0,0,1
"West End                      ",2022,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,1,0,0,0,0,0,0,0,0,1,0,2
"West End                      ",2021,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,0,2,0,0,1,0,1,0,0,1,0,5
"West End                      ",2020,3921(a),"Theft by Unlawful Taking or Disposition - Movable item",0,0,0,0,0,0,1,0,0,0,0,0,1
"West End                      ",2023,3921,"Theft by Unlawful Taking or Disposition.",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2022,3921,"Theft by Unlawful Taking or Disposition.",1,0,0,0,0,0,0,0,0,0,1,0,2
"West End                      ",2021,3921,"Theft by Unlawful Taking or Disposition.",0,0,0,0,0,0,1,1,0,0,1,0,3
"West End                      ",2020,3921,"Theft by Unlawful Taking or Disposition.",0,0,0,0,1,0,0,0,0,0,0,0,1
"West End                      ",2022,3934,"Theft from Vehicle",0,1,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2021,3934,"Theft from Vehicle",0,0,0,0,0,0,0,1,0,0,0,0,1
"West End                      ",2022,3924,"Theft of Property Lost, Mislaid or Delivered by Mistake.",0,0,0,0,0,0,0,1,0,0,0,0,1
"West End                      ",2021,3924,"Theft of Property Lost, Mislaid or Delivered by Mistake.",0,0,0,1,0,0,0,0,0,0,0,0,1
"West End                      ",2020,3924,"Theft of Property Lost, Mislaid or Delivered by Mistake.",1,0,0,0,0,0,0,0,0,0,0,0,1
"West End                      ",2020,3926(a)(1),"Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2021,3112,"Traffic-Control Signals.",0,0,0,0,0,0,0,0,1,0,1,0,2
"West End                      ",2022,3334,"Turning Movements and Required Signals.",0,0,0,0,0,0,0,0,0,0,2,0,2
"West End                      ",2021,3334,"Turning Movements and Required Signals.",0,0,0,1,0,0,0,0,2,0,0,0,3
"West End                      ",2020,3334,"Turning Movements and Required Signals.",0,0,0,0,0,0,0,0,0,0,0,1,1
"West End                      ",2020,2902,"Unlawful Restraint.",0,0,0,0,0,0,2,0,0,0,0,0,2
"West End                      ",2023,4524,"Windshield Obstructions and Wipers.",2,0,0,0,0,0,0,0,0,0,0,0,2
"Westwood                      ",2023,9498,"302 (Mental)",1,1,1,1,0,0,0,0,0,0,0,0,4
"Westwood                      ",2022,9498,"302 (Mental)",0,1,0,0,0,0,1,2,0,0,1,0,5
"Westwood                      ",2021,9498,"302 (Mental)",1,1,1,1,0,0,0,0,0,1,0,0,5
"Westwood                      ",2020,9498,"302 (Mental)",0,0,0,0,0,0,1,1,0,1,1,0,4
"Westwood                      ",2023,9999,"9999 - (Misc. Incident):",2,0,2,2,0,0,0,0,0,0,0,0,6
"Westwood                      ",2022,9999,"9999 - (Misc. Incident):",0,1,3,1,1,1,0,0,1,3,1,1,13
"Westwood                      ",2021,9999,"9999 - (Misc. Incident):",2,7,7,2,1,3,2,1,1,1,1,1,29
"Westwood                      ",2020,9999,"9999 - (Misc. Incident):",4,3,1,0,0,0,0,3,0,4,0,3,18
"Westwood                      ",2023,4106,"Access Device Fraud",0,1,0,0,0,0,0,0,0,0,0,0,1
"Westwood                      ",2022,4106,"Access Device Fraud",0,0,2,0,1,1,1,1,0,0,1,1,8
"Westwood                      ",2021,4106,"Access Device Fraud",0,0,2,0,0,0,1,0,0,0,0,1,4
"Westwood                      ",2020,4106,"Access Device Fraud",0,1,0,1,0,0,0,1,0,0,1,0,4
"Westwood                      ",2021,7728,"Accidents and Accident Reports.",2,0,0,0,0,0,0,0,0,0,0,0,2
"Westwood                      ",2023,3743,"Accidents Involving Damage to Attended Veh. or Property",0,0,2,0,0,0,0,0,0,0,0,0,2
"Westwood                      ",2022,3743,"Accidents Involving Damage to Attended Veh. or Property",0,0,0,1,0,0,1,0,0,0,0,0,2
"Westwood                      ",2021,3743,"Accidents Involving Damage to Attended Veh. or Property",3,1,6,2,1,0,0,1,1,0,0,0,15
"Westwood                      ",2020,3743,"Accidents Involving Damage to Attended Veh. or Property",0,0,0,0,0,0,0,0,0,0,0,1,1
"Westwood                      ",2022,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",0,0,1,0,0,0,1,1,0,1,1,0,5
"Westwood                      ",2021,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",2,2,3,0,1,1,0,1,1,0,1,2,14
"Westwood                      ",2020,3745,"Accidents Involving Damage to Unattended Veh.or Prop.",0,0,2,1,1,0,0,0,0,1,2,2,9
"Westwood                      ",2023,2702,"Aggravated Assault.",2,0,0,0,0,0,0,0,0,0,0,0,2
"Westwood                      ",2021,2702,"Aggravated Assault.",0,1,0,6,0,0,0,2,0,0,0,0,9
"Westwood                      ",2020,2702,"Aggravated Assault.",0,0,0,0,0,0,0,0,0,1,0,0,1
"Westwood                      ",2020,2703.1,"Aggravated Harassment by Prisoner",0,0,0,0,0,0,0,0,0,1,0,0,1
"Westwood                      ",2023,9497,"Aided Case",0,0,1,0,0,0,0,0,0,0,0,0,1
"Westwood                      ",2022,9497,"Aided Case",0,1,4,0,0,1,1,1,0,0,2,1,11
"Westwood                      ",2021,9497,"Aided Case",0,0,0,1,0,0,1,0,0,0,0,0,2
"Westwood                      ",2020,9497,"Aided Case",0,0,0,0,2,1,0,1,1,0,0,1,6
